,Gene,Pearson correlation,Slide,Method
0,COX6C,0.0913394407853834,CID44971,BLEEP
1,TTLL12,0.16229707458202214,CID44971,BLEEP
2,HSP90AB1,0.42681728599147156,CID44971,BLEEP
3,TFF3,0.19927436473981833,CID44971,BLEEP
4,ATP1A1,0.29115793348180796,CID44971,BLEEP
5,B2M,0.35648595095268576,CID44971,BLEEP
6,FASN,0.3589474618488351,CID44971,BLEEP
7,SPARC,0.3142153843865352,CID44971,BLEEP
8,CD74,0.40556477366135224,CID44971,BLEEP
9,CD63,0.45119477410198366,CID44971,BLEEP
10,CD24,0.33151138970179495,CID44971,BLEEP
11,CD81,0.3637395429136212,CID44971,BLEEP
