,Gene,Pearson correlation,Slide,Method
0,COX6C,-0.032236851860264495,1160920F,BLEEP
1,TTLL12,0.022629305769662347,1160920F,BLEEP
2,HSP90AB1,0.09406453730785894,1160920F,BLEEP
3,TFF3,0.005593626921500326,1160920F,BLEEP
4,ATP1A1,0.20600473930266633,1160920F,BLEEP
5,B2M,-0.026897258952569905,1160920F,BLEEP
6,FASN,-0.0304310212894639,1160920F,BLEEP
7,SPARC,0.22355077136333326,1160920F,BLEEP
8,CD74,0.24770772616107412,1160920F,BLEEP
9,CD63,0.054405892967901874,1160920F,BLEEP
10,CD24,0.1304113153297022,1160920F,BLEEP
11,CD81,0.03405056792294897,1160920F,BLEEP
