,Gene,Spearman correlation,Pearson correlation,Slide,Method
0,CD74,0.27042196476101554,0.3263698138621305,CID4535,Hist2ST
1,CD63,0.36486190895330195,0.38544114462721624,CID4535,Hist2ST
2,TFF3,-0.0701838918127009,-0.06291133839635685,CID4535,Hist2ST
3,ATP1A1,0.38037458850869804,0.3852004166433912,CID4535,Hist2ST
4,TTLL12,-0.16258451491543907,-0.1302451832345416,CID4535,Hist2ST
5,B2M,0.26771632984212523,0.35223847082031035,CID4535,Hist2ST
6,CD24,0.11834834793511614,0.1520671081149022,CID4535,Hist2ST
7,SPARC,0.19861258395524403,0.2703306469058982,CID4535,Hist2ST
8,CD81,0.4285392513138176,0.4532246097417436,CID4535,Hist2ST
9,FASN,-0.1805986046280437,-0.14951055832570975,CID4535,Hist2ST
10,HSP90AB1,0.3830870707500328,0.4195892340792464,CID4535,Hist2ST
11,COX6C,-0.0013224747477035925,0.17224118830133314,CID4535,Hist2ST
