,Gene,Spearman correlation,Pearson correlation,Slide,Method
0,FASN,-0.2033435957858271,-0.3634212552639397,CID4465,HisToGene
1,SPARC,0.12830803229276722,0.2479421133671196,CID4465,HisToGene
2,CD63,0.21007726439944105,0.3648750404411528,CID4465,HisToGene
3,CD24,0.08298911176008544,0.216206367056273,CID4465,HisToGene
4,CD74,-0.06506918437286578,-0.21358243375061534,CID4465,HisToGene
5,CD81,0.2776846873815536,0.3747416818652233,CID4465,HisToGene
6,TTLL12,-0.2616312815608841,-0.2398680542172466,CID4465,HisToGene
7,B2M,-0.04639909697535963,-0.12176381845158021,CID4465,HisToGene
8,HSP90AB1,0.21086890936209196,0.31858033882722486,CID4465,HisToGene
9,ATP1A1,0.28952804271695176,0.3929515555601922,CID4465,HisToGene
10,TFF3,-0.001452012517808054,0.02492835636278319,CID4465,HisToGene
11,COX6C,0.015606771162538075,-0.14980334664636968,CID4465,HisToGene
