,Gene,Pearson correlation,Slide,Method
0,COX6C,0.04289293492054024,CID4290,BLEEP
1,TTLL12,-0.007890555403391241,CID4290,BLEEP
2,HSP90AB1,-0.029827203289233724,CID4290,BLEEP
3,TFF3,0.049783191175393086,CID4290,BLEEP
4,ATP1A1,-0.02147951398694167,CID4290,BLEEP
5,B2M,-0.05971768324880033,CID4290,BLEEP
6,FASN,-0.024056532797815246,CID4290,BLEEP
7,SPARC,-0.013433637616928857,CID4290,BLEEP
8,CD74,-0.017658938141236948,CID4290,BLEEP
9,CD63,-0.05117190816199354,CID4290,BLEEP
10,CD24,-0.028870064203150428,CID4290,BLEEP
11,CD81,-0.04374311470546989,CID4290,BLEEP
