,Gene,Pearson correlation,Slide,Method
0,COX6C,-0.007183832177160381,1142243F,BLEEP
1,TTLL12,-0.012194596478051704,1142243F,BLEEP
2,HSP90AB1,0.0033963601146848282,1142243F,BLEEP
3,TFF3,0.0028284307552626366,1142243F,BLEEP
4,ATP1A1,0.008421792313902613,1142243F,BLEEP
5,B2M,-0.01192683272621629,1142243F,BLEEP
6,FASN,0.021901406236654566,1142243F,BLEEP
7,SPARC,-0.031117526330462775,1142243F,BLEEP
8,CD74,-0.020622033899842976,1142243F,BLEEP
9,CD63,-0.02308202433779578,1142243F,BLEEP
10,CD24,-0.013287609840972856,1142243F,BLEEP
11,CD81,-0.040411446316749575,1142243F,BLEEP
