,Pearson correlation,Gene,Slide,Method
ISG15,0.020073854825179562,ISG15,CID4465,HisToGene
PLA2G2D,0.09503822823967291,PLA2G2D,CID4465,HisToGene
CAMK2N1,0.04986282462556671,CAMK2N1,CID4465,HisToGene
USP48,0.07011064941680867,USP48,CID4465,HisToGene
TCEA3,0.10283345995730096,TCEA3,CID4465,HisToGene
PNRC2,0.0953764674359744,PNRC2,CID4465,HisToGene
LDLRAP1,0.08360198643992899,LDLRAP1,CID4465,HisToGene
IFI6,-0.041399328352958446,IFI6,CID4465,HisToGene
PSMB2,0.10367577856906458,PSMB2,CID4465,HisToGene
GNL2,0.1315251863833161,GNL2,CID4465,HisToGene
SF3A3,0.15319389396184382,SF3A3,CID4465,HisToGene
UTP11,0.10005367068985839,UTP11,CID4465,HisToGene
AKIRIN1,0.08394540983818355,AKIRIN1,CID4465,HisToGene
MFSD2A,0.1736854421098598,MFSD2A,CID4465,HisToGene
CAP1,0.14169282702913058,CAP1,CID4465,HisToGene
CTPS1,0.16863736092810183,CTPS1,CID4465,HisToGene
PPCS,0.1404928989184225,PPCS,CID4465,HisToGene
PPIH,0.14588194954091743,PPIH,CID4465,HisToGene
YBX1,0.02188010222417408,YBX1,CID4465,HisToGene
EBNA1BP2,0.13000104386311304,EBNA1BP2,CID4465,HisToGene
CDC20,0.13383828012848198,CDC20,CID4465,HisToGene
PTPRF,0.18462962137493563,PTPRF,CID4465,HisToGene
KDM4A,0.10497538598021273,KDM4A,CID4465,HisToGene
EIF2B3,0.12366535380335418,EIF2B3,CID4465,HisToGene
NASP,0.1493030977511654,NASP,CID4465,HisToGene
GPBP1L1,0.1959076479482924,GPBP1L1,CID4465,HisToGene
TSPAN1,-0.012920000384847467,TSPAN1,CID4465,HisToGene
RAD54L,0.15757797758260705,RAD54L,CID4465,HisToGene
LRRC41,0.1402721918326535,LRRC41,CID4465,HisToGene
CMPK1,-0.014005662826085572,CMPK1,CID4465,HisToGene
RNF11,-0.04201219928437034,RNF11,CID4465,HisToGene
TTC39A,0.09432485478140855,TTC39A,CID4465,HisToGene
TXNDC12,-0.11218449793949514,TXNDC12,CID4465,HisToGene
PRPF38A,0.08903862799273227,PRPF38A,CID4465,HisToGene
SCP2,0.14419812213304453,SCP2,CID4465,HisToGene
NDC1,0.12606320327563053,NDC1,CID4465,HisToGene
HSPB11,0.12120425538979035,HSPB11,CID4465,HisToGene
TMEM59,0.10533865012636857,TMEM59,CID4465,HisToGene
SSBP3,0.05770104689350971,SSBP3,CID4465,HisToGene
TACSTD2,0.15545517826150915,TACSTD2,CID4465,HisToGene
MYSM1,0.05517815084029015,MYSM1,CID4465,HisToGene
TM2D1,0.11218442412900892,TM2D1,CID4465,HisToGene
PATJ,-0.02555260941841768,PATJ,CID4465,HisToGene
USP1,0.12600898947019315,USP1,CID4465,HisToGene
JAK1,-0.01603825315128399,JAK1,CID4465,HisToGene
LEPROT,-0.003463009586762656,LEPROT,CID4465,HisToGene
GNG12,0.013970347805760279,GNG12,CID4465,HisToGene
SRSF11,0.013547416779644236,SRSF11,CID4465,HisToGene
USP33,0.04132869614787375,USP33,CID4465,HisToGene
IFI44L,0.04179022077071896,IFI44L,CID4465,HisToGene
IFI44,-0.005257169144128466,IFI44,CID4465,HisToGene
GNG5,0.1631036345692155,GNG5,CID4465,HisToGene
LMO4,0.06170435371372903,LMO4,CID4465,HisToGene
GTF2B,0.16563700214631213,GTF2B,CID4465,HisToGene
GBP1,0.0738030264533407,GBP1,CID4465,HisToGene
GBP2,-0.024159256545529837,GBP2,CID4465,HisToGene
GBP5,-0.09343080274901042,GBP5,CID4465,HisToGene
LRRC8B,-0.047132750598057764,LRRC8B,CID4465,HisToGene
LRRC8D,0.14254702088966995,LRRC8D,CID4465,HisToGene
CDC7,0.1245356184882223,CDC7,CID4465,HisToGene
GLMN,0.03623827930397205,GLMN,CID4465,HisToGene
MTF2,0.08303697663051898,MTF2,CID4465,HisToGene
TMED5,0.03793488211649855,TMED5,CID4465,HisToGene
CCDC18,0.08158212294639158,CCDC18,CID4465,HisToGene
DR1,0.09271089042973817,DR1,CID4465,HisToGene
FNBP1L,0.1818917805419156,FNBP1L,CID4465,HisToGene
BCAR3,0.03938004313681153,BCAR3,CID4465,HisToGene
DNTTIP2,0.09071623572681439,DNTTIP2,CID4465,HisToGene
GCLM,0.16943623223641355,GCLM,CID4465,HisToGene
ARHGAP29,0.012714659848179773,ARHGAP29,CID4465,HisToGene
ABCD3,0.14265037622700968,ABCD3,CID4465,HisToGene
CNN3,-0.012887413702981203,CNN3,CID4465,HisToGene
ALG14,0.07469100356703598,ALG14,CID4465,HisToGene
SNX7,0.07374000359996935,SNX7,CID4465,HisToGene
VCAM1,0.07025636740815025,VCAM1,CID4465,HisToGene
PSMA5,0.11827522874050331,PSMA5,CID4465,HisToGene
GSTM3,0.0443931824296086,GSTM3,CID4465,HisToGene
CD53,-0.1412920141673105,CD53,CID4465,HisToGene
WDR3,0.04352314128796607,WDR3,CID4465,HisToGene
PHGDH,-0.015259144746575382,PHGDH,CID4465,HisToGene
CTSS,-0.0698645345286941,CTSS,CID4465,HisToGene
